List Price,Address,City,Beds/Baths,Approx Living Area,DOM,Sold Price,Sold Date
"$135,000.00",339 BEACHWOOD AVE,LEHIGH ACRES,2 Bed/2(0),"1,201",6,"$134,000.00",10/02/19
"$169,900.00",19 NW 27TH LN,CAPE CORAL,3 Bed/2(0),"1,993",75,"$134,610.00",10/24/19
"$125,000.00",2313 SE 5TH PL,CAPE CORAL,3 Bed/2(0),"1,165",1,"$135,000.00",09/13/19
"$130,000.00",18142 ADAMS CIR,FORT MYERS,3 Bed/2(0),"1,067",1,"$135,000.00",12/23/19
"$124,999.00",3121 BLOUNT ST,FORT MYERS,3 Bed/2(0),"1,276",3,"$135,000.00",12/23/19
"$135,000.00",212 GRANADA BLVD,FORT MYERS,2 Bed/1(0),777,43,"$135,000.00",11/07/19
"$135,000.00",4322 NEW YORK AVE,FORT MYERS,3 Bed/2(0),"1,008",28,"$135,000.00",08/30/19
"$140,000.00",700 EIGHTH AVE,LEHIGH ACRES,2 Bed/2(0),"1,300",10,"$135,000.00",12/30/19
"$139,900.00",421 5TH AVE,LEHIGH ACRES,2 Bed/2(0),"1,050",4,"$135,000.00",12/16/19
"$140,000.00",707 ALCALA AVE,LEHIGH ACRES,3 Bed/2(0),"1,070",52,"$135,000.00",11/27/19
"$130,000.00",2506 E 10TH ST,LEHIGH ACRES,2 Bed/2(0),"1,252",63,"$135,000.00",11/18/19
"$143,200.00",5140 27TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,283",22,"$135,000.00",10/04/19
"$135,000.00",1185 TRAVIS AVE,NORTH FORT MYERS,2+Den/1(0),"1,095",0,"$135,000.00",09/10/19
"$135,000.00",2603 HARMONY AVE,NORTH FORT MYERS,4 Bed/2(0),"1,803",108,"$135,000.00",12/23/19
"$134,900.00",806 CAMELLIA DR,NORTH FORT MYERS,3 Bed/1(0),"1,130",3,"$135,000.00",08/06/19
"$175,000.00",827 ALVIN AVE,LEHIGH ACRES,3 Bed/2(0),"1,564",56,"$135,550.00",10/11/19
"$140,000.00",1417 SE 3RD ST,CAPE CORAL,3 Bed/2(0),"1,236",0,"$136,000.00",11/08/19
"$133,900.00",3956 DELEON ST,FORT MYERS,2 Bed/1(0),960,5,"$136,000.00",11/25/19
"$129,900.00",343 MORSE PLZ,FORT MYERS,3 Bed/2(0),"1,250",2,"$136,500.00",11/01/19
"$139,000.00",12949 FOURTH ST,FORT MYERS,3 Bed/2(0),"2,052",136,"$136,500.00",12/06/19
"$152,000.00",10728 GUAVATREE CT,LEHIGH ACRES,3 Bed/2(0),"1,105",13,"$137,000.00",11/22/19
"$117,000.00",27142 S RIVERSIDE DR,BONITA SPRINGS,2 Bed/2(0),660,5,"$137,300.00",12/12/19
"$137,900.00",1548 WALTER GREER RD,LABELLE,2 Bed/1(0),984,6,"$137,900.00",11/15/19
"$134,000.00",2928 BROADWAY,FORT MYERS,4 Bed/2(0),"1,549",3,"$138,000.00",08/23/19
"$150,000.00",1235 FRIENDSHIP WAY,IMMOKALEE,3 Bed/2(0),"1,340",24,"$138,000.00",10/29/19
"$149,900.00",1529 LINDALE CIR,LEHIGH ACRES,2 Bed/2(0),"1,477",50,"$138,000.00",09/20/19
"$149,900.00",1121 LOVELY LN,NORTH FORT MYERS,3 Bed/2(0),"1,075",17,"$138,000.00",09/20/19
"$144,900.00",3017 LADY LN,LABELLE,3 Bed/2(0),"1,194",4,"$138,500.00",10/10/19
"$139,000.00",1817 NE 27TH TER,CAPE CORAL,3 Bed/2(0),"1,152",2,"$139,000.00",08/09/19
"$139,000.00",12931 3RD ST,FORT MYERS,3 Bed/1(0),"1,014",2,"$139,000.00",11/08/19
"$147,000.00",806 WILLOW DR,LEHIGH ACRES,2+Den/2(0),"1,402",27,"$139,000.00",12/10/19
"$143,900.00",15473 CRYSTAL LAKE DR,NORTH FORT MYERS,2 Bed/1(1),997,78,"$139,000.00",12/20/19
"$139,900.00",114 STETSON ST,LEHIGH ACRES,2 Bed/1(1),"1,366",23,"$139,900.00",12/05/19
"$139,900.00",1921 DIXIE WAY,LEHIGH ACRES,3 Bed/2(0),"1,048",5,"$139,900.00",10/01/19
"$164,900.00",3324 SW 11TH CT,CAPE CORAL,3 Bed/2(0),"1,320",17,"$140,000.00",10/31/19
"$150,000.00",605 ARCHER PKY W,CAPE CORAL,2 Bed/2(0),"1,149",8,"$140,000.00",09/20/19
"$160,000.00",3016 LAKE MANATEE CT,CAPE CORAL,4 Bed/3(0),"2,558",55,"$140,000.00",09/05/19
"$148,000.00",4949 ROYAL PALM DR,ESTERO,3 Bed/2(0),"1,280",0,"$140,000.00",11/25/19
"$169,900.00",1421 DAVIS DR,FORT MYERS,3 Bed/2(0),"1,163",117,"$140,000.00",12/04/19
"$139,900.00",12342 WOODROSE CT #3,FORT MYERS,2 Bed/2(0),"1,260",7,"$140,000.00",09/13/19
"$159,000.00",2105 PINEVIEW RD,FORT MYERS,3 Bed/1(1),"1,889",7,"$140,000.00",07/26/19
"$145,900.00",709 PUCCINI AVE S,LEHIGH ACRES,3 Bed/2(0),"1,147",59,"$140,000.00",11/19/19
"$155,000.00",109 GATESIDE ST,LEHIGH ACRES,2 Bed/2(0),"1,774",62,"$140,000.00",12/23/19
"$141,900.00",1506 MEDFORD PL,LEHIGH ACRES,2 Bed/2(0),"1,161",89,"$140,000.00",10/15/19
"$138,900.00",10720 FIGTREE CT,LEHIGH ACRES,3 Bed/2(0),"1,176",45,"$140,000.00",09/23/19
"$135,000.00",1700 E 14TH ST,LEHIGH ACRES,3+Den/2(0),"1,012",23,"$140,000.00",07/31/19
"$165,000.00",850 THATCHER BLVD SW,MOORE HAVEN,3 Bed/2(0),"1,318",28,"$140,000.00",08/30/19
"$150,000.00",18601/18651 NALLE RD,NORTH FORT MYERS,0 Bed/0(1),"1,140",63,"$140,000.00",10/21/19
"$145,000.00",5934 TROPICAL DR,FORT MYERS,3 Bed/2(0),"1,056",8,"$140,200.00",11/13/19
"$171,000.00",1022 NELSON RD N,CAPE CORAL,3 Bed/2(0),"1,816",51,"$140,716.00",12/24/19
"$139,000.00",5103 6TH ST W,LEHIGH ACRES,2 Bed/1(0),940,23,"$141,000.00",12/03/19
"$149,900.00",2177 CORONET ST,FORT MYERS,3 Bed/2(0),"1,008",31,"$142,000.00",12/06/19
"$144,900.00",829 WOLVERINE ST E,LEHIGH ACRES,3 Bed/2(0),"1,048",38,"$142,000.00",11/04/19
"$139,900.00",1066 BARNETT ST E,LEHIGH ACRES,3 Bed/2(0),"1,048",7,"$142,000.00",08/30/19
"$135,000.00",1925 BANANA ST,PUNTA GORDA,3 Bed/1(1),"1,235",10,"$142,000.00",08/05/19
"$143,000.00",4020 RAINBOW CIR,LABELLE,3 Bed/2(0),"1,364",13,"$143,000.00",08/02/19
"$148,900.00",681 CHESTNUT ST E,LEHIGH ACRES,3 Bed/2(0),"1,232",128,"$143,000.00",12/17/19
"$149,900.00",2801 53RD ST SW,LEHIGH ACRES,3 Bed/2(0),"1,249",34,"$143,000.00",10/01/19
"$147,950.00",854 CONREID DR NE,PORT CHARLOTTE,3 Bed/1(0),"1,011",23,"$143,000.00",11/01/19
"$154,900.00",303 HOLLYWOOD ST,LEHIGH ACRES,3 Bed/2(0),"1,542",71,"$143,200.00",10/28/19
"$154,000.00",1917 NE 16TH PL,CAPE CORAL,3 Bed/2(0),"1,303",50,"$144,000.00",10/22/19
"$139,700.00",1408 APRICOT LN,SPRING HILL,3 Bed/2(0),"1,440",4,"$144,700.00",12/05/19
"$144,900.00",13423 THIRD ST,FORT MYERS,3 Bed/1(0),"1,066",86,"$144,900.00",11/08/19
"$153,917.00",1418 SE 17TH ST,CAPE CORAL,2 Bed/2(0),"1,081",21,"$145,000.00",11/04/19
"$150,000.00",2220 NE 2ND AVE,CAPE CORAL,3 Bed/2(0),"1,352",8,"$145,000.00",10/09/19
"$139,900.00",425 NW JUANITA CT,CAPE CORAL,3 Bed/1(0),"1,144",41,"$145,000.00",09/06/19
"$145,000.00",4660 HORACE LN,FORT MYERS,3 Bed/1(1),"1,098",1,"$145,000.00",12/03/19
"$155,820.00",7229 MYRTLE RD,FORT MYERS,2 Bed/2(0),"1,486",20,"$145,000.00",08/16/19
"$145,000.00",5037 S OBISPO CIR,LABELLE,3 Bed/1(0),"1,008",32,"$145,000.00",10/22/19
"$144,900.00",107 LEELAND HEIGHTS BLVD E,LEHIGH ACRES,3 Bed/2(0),"1,542",11,"$145,000.00",11/07/19
"$159,000.00",110 JAYSIDE LN,LEHIGH ACRES,3+Den/2(0),"1,419",9,"$145,000.00",09/30/19
"$155,000.00",612 FLOYD AVE S,LEHIGH ACRES,3 Bed/2(0),"1,144",16,"$145,000.00",11/05/19
"$147,500.00",1543 MEDFORD PL,LEHIGH ACRES,2 Bed/2(0),"1,364",8,"$145,000.00",09/27/19
"$149,950.00",1111 ESTATE ST E,LEHIGH ACRES,3 Bed/2(0),"1,149",15,"$145,000.00",08/09/19
"$145,000.00",218 FIFTH AVE,LEHIGH ACRES,2 Bed/2(0),"1,144",18,"$145,000.00",08/20/19
"$152,000.00",3111 6TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,258",32,"$145,000.00",08/28/19
"$175,000.00",404 SE 13TH AVE,CAPE CORAL,3 Bed/2(0),"1,743",22,"$145,029.00",12/09/19
"$141,888.00",848 DOBELL TER NW,PORT CHARLOTTE,3 Bed/2(0),"1,446",36,"$145,888.00",09/10/19
"$129,000.00",927 SE 31ST ST,CAPE CORAL,3 Bed/2(0),"1,094",2,"$145,901.00",09/10/19
"$159,900.00",2006 SW 15TH PL,CAPE CORAL,3 Bed/2(0),"1,583",21,"$146,000.00",11/01/19
"$144,900.00",1620 CORTEZ AVE,LEHIGH ACRES,2 Bed/2(0),"1,304",5,"$146,000.00",12/19/19
"$151,900.00",3911 20TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,097",42,"$146,000.00",12/20/19
"$145,900.00",3404 2ND ST SW,LEHIGH ACRES,3 Bed/2(0),"1,121",21,"$146,000.00",11/25/19
"$150,000.00",942 HYACINTH ST,NORTH FORT MYERS,3 Bed/2(0),"1,400",7,"$146,000.00",12/20/19
"$149,900.00",933 HIBISCUS LN,NORTH FORT MYERS,3 Bed/1(0),920,91,"$146,000.00",10/31/19
"$209,000.00",1018 GUILD ST,PORT CHARLOTTE,3 Bed/2(0),"1,899",136,"$146,500.00",12/05/19
"$146,900.00",4464 BIRMINGHAM ST,FORT MYERS,2 Bed/1(0),"1,144",45,"$146,900.00",12/06/19
"$147,000.00",431 SW 24TH ST,CAPE CORAL,3 Bed/2(0),"1,400",72,"$147,000.00",12/11/19
"$138,900.00",2612 50TH ST SW,LEHIGH ACRES,3 Bed/2(0),960,28,"$147,000.00",11/06/19
"$150,000.00",902 ISLAMORADA BLVD,PUNTA GORDA,2 Bed/2(0),"1,284",13,"$147,000.00",12/20/19
"$159,900.00",10061 PINE LAKES BLVD S,NORTH FORT MYERS,2 Bed/2(0),"1,278",1,"$147,400.00",07/31/19
"$161,900.00",203 NW 25TH ST,CAPE CORAL,3 Bed/2(0),"1,408",23,"$147,500.00",11/08/19
"$159,900.00",204 PURDUE ST,LEHIGH ACRES,3 Bed/2(0),"1,053",128,"$147,500.00",11/27/19
"$152,000.00",17396 ALLENTOWN RD,FORT MYERS,3 Bed/2(0),"1,000",3,"$147,860.00",09/17/19
"$145,900.00",2307 ANDROS AVE,FORT MYERS,2 Bed/2(0),"1,040",7,"$147,900.00",12/16/19
"$149,999.00",922 SE 27TH TER,CAPE CORAL,2 Bed/2(0),"1,128",4,"$148,000.00",08/09/19
"$159,900.00",421 NW 7TH ST,CAPE CORAL,3 Bed/2(0),"1,081",72,"$148,000.00",10/21/19
"$149,900.00",6474 ROYAL WOODS DR,FORT MYERS,3 Bed/2(0),"1,453",5,"$148,000.00",09/09/19
"$149,900.00",12236 FIRST ST,FORT MYERS,3 Bed/2(0),"1,186",2,"$148,250.00",12/16/19
"$164,000.00",1606 GROVE AVE,FORT MYERS,2 Bed/1(0),"1,177",22,"$148,500.00",10/03/19
"$149,900.00",223 BURNSIDE ST,LEHIGH ACRES,3 Bed/2(0),"1,404",6,"$148,500.00",10/29/19
"$159,900.00",610 CALOOSA ESTATES DR,LABELLE,2+Den/2(0),"1,284",26,"$149,000.00",10/07/19
"$145,000.00",19811 BRISTOL RD,FORT MYERS,5 Bed/3(0),"2,232",11,"$149,500.00",10/23/19
"$149,500.00",2811 6TH ST W,LEHIGH ACRES,2 Bed/2(0),"1,228",40,"$149,500.00",11/21/19
"$169,500.00",2729 NW 18TH PL,CAPE CORAL,3 Bed/2(0),"1,777",38,"$149,652.00",10/18/19
"$149,900.00",1718 MARGATE BLVD,LEHIGH ACRES,2 Bed/2(0),"1,014",4,"$149,900.00",12/12/19
"$149,900.00",3953 NORTHSIDE CIR,NORTH FORT MYERS,2 Bed/2(0),"1,050",18,"$149,900.00",08/01/19
"$139,900.00",4417 SE 14TH AVE,CAPE CORAL,3 Bed/3(0),"1,521",26,"$149,975.00",10/25/19
"$155,000.00",621 NE 15TH CT,CAPE CORAL,2 Bed/2(0),"1,331",58,"$150,000.00",12/05/19
"$249,900.00",1128 SW 45TH TER,CAPE CORAL,3 Bed/2(0),"1,508",67,"$150,000.00",12/02/19
"$165,900.00",400 NE 20TH ST,CAPE CORAL,3 Bed/2(0),"1,502",115,"$150,000.00",12/23/19
"$168,000.00",1814 SW 25TH TER,CAPE CORAL,3 Bed/2(0),"1,288",66,"$150,000.00",11/26/19
"$153,000.00",326 NE 13TH TER,CAPE CORAL,3 Bed/2(0),"1,116",20,"$150,000.00",09/19/19
"$149,999.00",114 SE 43RD LN,CAPE CORAL,2 Bed/1(0),925,16,"$150,000.00",08/27/19
"$169,900.00",319 SAN LUIZ AVE,CLEWISTON,3 Bed/2(0),"1,630",3,"$150,000.00",12/13/19
"$159,900.00",13350 2ND ST,FORT MYERS,3 Bed/2(0),"1,439",7,"$150,000.00",10/09/19
"$150,000.00",13031 FOURTH ST,FORT MYERS,3 Bed/1(0),"1,016",122,"$150,000.00",11/27/19
"$154,900.00",4124 E RIVER DR,FORT MYERS,3 Bed/2(0),"1,180",37,"$150,000.00",09/06/19
"$149,900.00",3113 25TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,123",17,"$150,000.00",11/05/19
"$159,000.00",4103 19TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,097",25,"$150,000.00",08/06/19
"$155,000.00",130 AVENS ST,PORT CHARLOTTE,2 Bed/2(0),"1,333",3,"$150,000.00",07/30/19
"$152,900.00",218 JEFFERSON DR,LEHIGH ACRES,3 Bed/2(0),"1,163",51,"$150,380.00",10/07/19
"$154,900.00",1437 ALWYNNE DR,LEHIGH ACRES,3 Bed/2(0),"1,250",7,"$150,900.00",11/04/19
"$149,900.00",3201 SE 4TH AVE,CAPE CORAL,3+Den/2(1),"1,707",6,"$151,000.00",10/25/19
"$155,000.00",412 SW 26TH AVE,CAPE CORAL,4 Bed/2(0),"1,653",71,"$151,000.00",12/09/19
"$166,900.00",4200 ORANGE RIVER LOOP RD,FORT MYERS,3 Bed/1(0),888,78,"$151,000.00",12/12/19
"$142,000.00",5374 WARREN ST,NAPLES,3 Bed/1(0),"1,064",4,"$151,000.00",07/31/19
"$134,900.00",1319 SE 15TH TER,CAPE CORAL,4 Bed/2(0),"2,010",1,"$151,500.00",06/26/19
"$162,900.00",2833 NW 2ND TER,CAPE CORAL,3 Bed/2(0),"2,017",7,"$152,000.00",11/26/19
"$162,000.00",1017 NE 4TH ST,CAPE CORAL,3 Bed/2(0),"1,282",9,"$152,000.00",10/09/19
"$159,900.00",2304 NW 11TH PL,CAPE CORAL,3 Bed/2(0),"1,194",94,"$152,000.00",11/27/19
"$164,900.00",309 SE 47TH ST,CAPE CORAL,3 Bed/2(0),"1,327",4,"$152,000.00",07/02/19
"$154,000.00",3417 64TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,306",5,"$152,000.00",11/07/19
"$149,900.00",2251 9TH CT,LEHIGH ACRES,3 Bed/2(0),"1,566",29,"$152,000.00",10/29/19
"$159,950.00",3584 SABAL SPRINGS BLVD,NORTH FORT MYERS,2 Bed/2(0),"1,124",6,"$152,000.00",08/15/19
"$149,900.00",1222 NE 2ND AVE,CAPE CORAL,4 Bed/2(0),"1,352",27,"$152,500.00",12/06/19
"$155,000.00",6472 ROYAL WOODS DR,FORT MYERS,2 Bed/2(0),"1,153",17,"$152,500.00",10/18/19
"$154,500.00",1304 BARNSDALE ST,LEHIGH ACRES,2 Bed/1(1),"1,253",8,"$152,500.00",07/26/19
"$158,990.00",1209 NE 13TH AVE,CAPE CORAL,3 Bed/2(0),"1,150",34,"$153,000.00",09/30/19
"$159,900.00",710 NW 2ND PL,CAPE CORAL,3 Bed/2(0),"1,135",77,"$153,000.00",10/31/19
"$153,000.00",24 MAPLE AVE N,LEHIGH ACRES,3 Bed/2(0),"1,569",0,"$153,000.00",10/18/19
"$154,900.00",3708 24TH ST SW,LEHIGH ACRES,4+Den/2(0),"1,918",12,"$153,000.00",10/23/19
"$155,000.00",1106 ALABAMA RD S,LEHIGH ACRES,3 Bed/2(0),"1,415",21,"$153,000.00",10/07/19
"$155,500.00",310 PATIO ST,LEHIGH ACRES,3 Bed/2(0),"1,272",29,"$153,000.00",09/24/19
"$155,900.00",2252 E 9TH ST,LEHIGH ACRES,3 Bed/2(0),"1,476",40,"$153,000.00",09/27/19
"$165,000.00",5408 BERRYMAN ST,LEHIGH ACRES,3 Bed/2(0),"1,271",75,"$153,000.00",10/10/19
"$159,000.00",108 POWELL CREEK CIR,NORTH FORT MYERS,3 Bed/2(0),"1,674",11,"$153,000.00",07/26/19
"$159,000.00",2314 MOORE AVE,ALVA,3 Bed/2(0),"1,283",61,"$154,000.00",12/13/19
"$164,900.00",904 E 6TH ST,LEHIGH ACRES,3 Bed/2(0),"1,056",28,"$154,000.00",12/16/19
"$159,900.00",742 CANE ST E,LEHIGH ACRES,3 Bed/2(0),"1,479",4,"$154,000.00",10/01/19
"$154,900.00",107 MARION AVE,LABELLE,3 Bed/2(0),"1,118",60,"$154,900.00",12/11/19
"$158,000.00",15 NW 7TH TER,CAPE CORAL,3 Bed/2(0),"1,224",19,"$155,000.00",11/04/19
"$180,000.00",405 MONTEREY AVE,CAPE CORAL,3 Bed/2(0),"1,684",46,"$155,000.00",11/01/19
"$169,000.00",3131 SE 13TH AVE,CAPE CORAL,2 Bed/2(0),"1,272",8,"$155,000.00",07/26/19
"$155,000.00",2232 DAVIS BLVD,FORT MYERS,3 Bed/1(0),"1,014",22,"$155,000.00",10/11/19
"$149,000.00",2711 PARKVIEW DR,FORT MYERS,3 Bed/2(0),"1,269",6,"$155,000.00",08/08/19
"$165,000.00",110 HARDEE ST,LABELLE,4 Bed/2(0),"1,500",13,"$155,000.00",10/30/19
"$155,000.00",3010 7TH ST W,LEHIGH ACRES,3+Den/2(0),"1,993",0,"$155,000.00",10/09/19
"$159,900.00",2511 71ST ST W,LEHIGH ACRES,3 Bed/2(0),"1,858",1,"$155,000.00",09/09/19
"$155,000.00",3800 13TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,130",48,"$155,000.00",10/08/19
"$153,000.00",505 W 18TH ST,LEHIGH ACRES,3 Bed/2(0),"1,317",67,"$155,000.00",10/21/19
"$155,000.00",4453 VERSE CT,NORTH FORT MYERS,2 Bed/2(0),"1,379",0,"$155,000.00",06/18/19
"$143,000.00",143 BIRCHCREST BLVD,PORT CHARLOTTE,3 Bed/2(0),"1,156",1,"$155,000.00",07/05/19
"$177,500.00",4720 ALTON RD,TAMPA,3 Bed/2(0),"1,254",9,"$155,000.00",08/05/19
"$149,900.00",291 LEAWOOD CIR,NAPLES,3 Bed/2(1),"1,662",62,"$155,200.00",12/19/19
"$156,000.00",2130 EARL RD,FORT MYERS,3 Bed/2(0),"1,479",0,"$156,000.00",08/14/19
"$149,900.00",1634 CHESHIRE CIR N,LEHIGH ACRES,3 Bed/2(0),"1,375",8,"$156,000.00",08/01/19
"$153,900.00",2503 52ND ST SW,LEHIGH ACRES,3 Bed/2(0),"1,097",23,"$156,900.00",10/30/19
"$159,900.00",1420 SW 15TH PL,CAPE CORAL,2 Bed/2(0),"1,373",62,"$157,000.00",10/01/19
"$165,000.00",618 SE 35TH TER,CAPE CORAL,3 Bed/2(0),"1,507",5,"$157,000.00",07/26/19
"$159,000.00",1727 PARK MEADOWS DR #2,FORT MYERS,2 Bed/2(0),"1,260",0,"$157,000.00",08/23/19
"$165,000.00",134 ZENITH CIR,FORT MYERS,3 Bed/2(0),"1,288",81,"$157,000.00",10/03/19
"$157,000.00",1501 PARK MEADOWS DR #3,FORT MYERS,2 Bed/2(0),"1,260",52,"$157,000.00",09/30/19
"$164,900.00",1506 MONROE AVE,LEHIGH ACRES,3 Bed/2(0),"1,409",9,"$157,000.00",07/31/19
"$159,900.00",3700 SCHEFFLERA DR,NORTH FORT MYERS,2+Den/2(0),"1,780",8,"$157,000.00",12/17/19
"$173,900.00",746 SW 5TH TER,CAPE CORAL,3 Bed/2(0),"1,433",7,"$157,500.00",12/12/19
"$159,950.00",1907 MARLAY AVE,LEHIGH ACRES,3 Bed/2(0),"1,483",5,"$157,500.00",10/09/19
"$154,900.00",514 NE 7TH PL,CAPE CORAL,3 Bed/2(0),"1,192",15,"$157,900.00",12/13/19
"$174,900.00",1507 SE 33RD ST,CAPE CORAL,3 Bed/2(0),"1,419",41,"$158,000.00",10/15/19
"$169,900.00",1317 NW 9TH ST,CAPE CORAL,3 Bed/2(0),"1,363",41,"$158,000.00",10/24/19
"$185,000.00",927 SE 17TH TER,CAPE CORAL,3 Bed/2(0),"1,377",1,"$158,000.00",07/16/19
"$164,999.00",10741 LEMONTREE CT E,LEHIGH ACRES,3 Bed/2(0),"1,220",24,"$158,000.00",12/23/19
"$154,900.00",5120 LEE ST,LEHIGH ACRES,3 Bed/2(0),"1,144",8,"$158,000.00",11/22/19
"$168,500.00",2519 55TH ST SW,LEHIGH ACRES,3+Den/2(0),"1,345",5,"$158,000.00",10/16/19
"$159,000.00",218 ROOSEVELT AVE,LEHIGH ACRES,2 Bed/2(0),"1,466",4,"$158,000.00",11/01/19
"$159,900.00",224 LAKE DR,LEHIGH ACRES,3 Bed/2(0),"1,341",64,"$158,000.00",10/11/19
"$169,300.00",2905 66TH ST W,LEHIGH ACRES,3+Den/2(0),"1,144",49,"$158,000.00",09/16/19
"$164,900.00",1510 HIBISCUS AVE,LEHIGH ACRES,3 Bed/2(0),"1,408",7,"$158,000.00",07/31/19
"$159,900.00",1372 EVALENA LN,NORTH FORT MYERS,3 Bed/2(0),"1,192",21,"$158,000.00",10/31/19
"$164,900.00",2680 ROXBURY CIR,NORTH PORT,3 Bed/2(0),"1,176",10,"$158,000.00",12/31/19
"$160,000.00",3057 CONWAY BLVD,PORT CHARLOTTE,3 Bed/2(0),"1,880",96,"$158,000.00",10/18/19
"$154,900.00",796 JULY CIR,NORTH FORT MYERS,2 Bed/1(1),"1,360",4,"$158,200.00",11/19/19
"$169,900.00",2511 52ND ST SW,LEHIGH ACRES,3 Bed/2(0),"1,375",9,"$158,400.00",09/27/19
"$155,000.00",3202 14TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,241",87,"$158,500.00",12/27/19
"$159,000.00",27271 SHRIVER AVE,BONITA SPRINGS,2 Bed/1(0),672,20,"$159,000.00",12/30/19
"$169,000.00",1118 NW 6TH AVE,CAPE CORAL,3 Bed/2(0),"1,332",37,"$159,000.00",10/30/19
"$165,000.00",2119 RIVER RIDGE BLVD,FORT MYERS,3 Bed/2(0),"1,149",12,"$159,000.00",12/30/19
"$159,000.00",1727 PARK MEADOWS DR #1,FORT MYERS,2 Bed/2(0),"1,260",0,"$159,000.00",09/13/19
"$158,000.00",2412 MAE AVE S,LEHIGH ACRES,3 Bed/2(0),"1,258",5,"$159,000.00",09/19/19
"$159,000.00",1122 CANTON AVE,LEHIGH ACRES,3 Bed/2(0),"1,376",4,"$159,000.00",09/13/19
"$159,900.00",3374 SABAL SPRINGS BLVD,NORTH FORT MYERS,2 Bed/2(0),"1,038",2,"$159,000.00",10/11/19
"$159,900.00",207 HIGHVIEW AVE,LEHIGH ACRES,3 Bed/2(0),"1,650",3,"$159,500.00",12/16/19
"$154,900.00",312 LINCOLN BLVD,LEHIGH ACRES,3 Bed/3(0),"1,361",57,"$159,500.00",11/08/19
"$159,900.00",1706 SW 15TH PL,CAPE CORAL,3 Bed/2(0),"1,411",9,"$159,900.00",11/19/19
"$159,900.00",5115 DEER RUN RD,IMMOKALEE,3 Bed/2(0),"1,118",1,"$159,900.00",09/23/19
"$159,800.00",203 GREENWOOD AVE,LEHIGH ACRES,2 Bed/2(0),"1,286",35,"$159,900.00",12/20/19
"$159,900.00",720 SHADYSIDE ST,LEHIGH ACRES,3 Bed/2(0),"1,648",17,"$159,900.00",12/06/19
"$164,900.00",3729 14TH ST W,LEHIGH ACRES,3+Den/2(0),"1,770",7,"$159,900.00",11/25/19
"$159,900.00",851 SENTINELA BLVD,LEHIGH ACRES,4 Bed/2(0),"1,583",32,"$159,900.00",09/06/19
"$159,900.00",611 WELLINGTON AVE,LEHIGH ACRES,3 Bed/2(0),"1,362",27,"$159,900.00",09/16/19
"$159,900.00",3001 43RD ST SW,LEHIGH ACRES,3 Bed/2(0),"1,041",114,"$159,900.00",10/23/19
"$154,900.00",3018 SW 4TH AVE,CAPE CORAL,3 Bed/2(0),"1,123",11,"$160,000.00",12/31/19
"$159,900.00",4102 NE 22ND AVE,CAPE CORAL,3 Bed/2(0),"1,144",3,"$160,000.00",12/16/19
"$174,900.00",614 SE 33RD TER,CAPE CORAL,3 Bed/2(0),"1,464",18,"$160,000.00",09/11/19
"$169,780.00",2904 NW 5TH PL,CAPE CORAL,3 Bed/2(0),"1,272",47,"$160,000.00",10/10/19
"$199,900.00",1111 SE 1ST TER,CAPE CORAL,3 Bed/2(0),"1,543",5,"$160,000.00",07/24/19
"$169,000.00",7119 EMILY DR,FORT MYERS,1+Den/1(0),841,4,"$160,000.00",11/08/19
"$165,000.00",1424 CHARLES RD,FORT MYERS,2 Bed/1(0),980,3,"$160,000.00",10/15/19
"$216,000.00",17320 AZURE RD,FORT MYERS,4 Bed/2(0),"1,764",104,"$160,000.00",11/22/19
"$175,000.00",6524 CONVERSE ST,FORT MYERS,3+Den/2(0),"1,640",11,"$160,000.00",07/12/19
"$174,900.00",3702 MARION ST,FORT MYERS,3 Bed/2(1),"1,570",23,"$160,000.00",10/04/19
"$160,000.00",2707 6TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,276",0,"$160,000.00",11/18/19
"$160,000.00",3705 3RD ST W,LEHIGH ACRES,3 Bed/2(0),"1,409",0,"$160,000.00",10/18/19
"$159,900.00",3403 E 10TH ST,LEHIGH ACRES,3 Bed/2(0),"1,291",8,"$160,000.00",12/18/19
"$179,900.00",2711 7TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,678",4,"$160,000.00",09/23/19
"$159,900.00",680 ALABAMA RD S,LEHIGH ACRES,3 Bed/2(0),"1,272",10,"$160,000.00",11/27/19
"$169,900.00",808 HIBISCUS AVE,LEHIGH ACRES,3 Bed/2(0),"1,688",13,"$160,000.00",11/21/19
"$159,900.00",931 PLANTATION RD,LEHIGH ACRES,3 Bed/2(0),"1,048",29,"$160,000.00",12/20/19
"$159,900.00",2510 9TH ST SW,LEHIGH ACRES,4 Bed/2(0),"1,638",28,"$160,000.00",10/23/19
"$158,900.00",521 GERALD AVE,LEHIGH ACRES,3 Bed/2(0),"1,272",122,"$160,000.00",12/17/19
