,,List Price,Address,City,Beds/Baths,Approx Living Area,DOM,Sold Price,Sold Date
,,"$350,000.00",3466 29TH AVE NE,NAPLES,3 Bed/2(0),"1,474",10,"$360,000.00",12/02/20
,,"$359,900.00",143 PLANTATION CIR,NAPLES,3 Bed/2(0),"1,636",10,"$360,000.00",11/20/20
,,"$376,000.00",5241 HUNTER BLVD,NAPLES,4 Bed/2(0),"2,250",13,"$360,000.00",11/06/20
,,"$369,000.00",541 COUNTRYSIDE DR,NAPLES,3 Bed/2(0),"1,590",25,"$360,000.00",10/26/20
,,"$399,000.00",756 ASHBURTON DR,NAPLES,3+Den/3(0),"3,109",31,"$360,000.00",10/02/20
,,"$369,000.00",2545 39TH AVE NE,NAPLES,4 Bed/2(0),"1,770",23,"$360,000.00",11/12/20
,,"$375,000.00",3896 HIDDEN ACRES CIR N,NORTH FORT MYERS,4 Bed/3(0),"2,685",3,"$360,000.00",11/18/20
,,"$374,900.00",423 SE 19TH TER,CAPE CORAL,4 Bed/2(0),"2,116",28,"$362,000.00",12/11/20
,,"$379,900.00",9191 PITTSBURGH BLVD,FORT MYERS,5+Den/3(0),"2,967",23,"$362,000.00",11/20/20
,,"$349,500.00",718 93RD AVE N,NAPLES,2 Bed/1(1),952,5,"$362,500.00",12/23/20
,,"$359,900.00",4301 15TH AVE SW,NAPLES,3 Bed/2(0),"1,309",0,"$362,500.00",10/16/20
,,"$369,000.00",3426 20TH AVE NE,NAPLES,4 Bed/2(0),"1,783",26,"$362,500.00",11/19/20
,,"$349,900.00",2224 SE 6TH AVE,CAPE CORAL,3 Bed/2(0),"1,646",3,"$363,000.00",12/30/20
,,"$335,000.00",2840 SW 47TH TER,CAPE CORAL,4 Bed/3(0),"2,233",1,"$363,000.00",10/15/20
,,"$365,000.00",6664 PALMERSTON DR,FORT MYERS,2+Den/2(0),"1,968",16,"$363,000.00",10/22/20
,,"$374,900.00",11081 LONGSHORE WAY W,NAPLES,3 Bed/2(0),"1,575",6,"$363,000.00",09/25/20
,,"$363,900.00",21413 SHERIDAN RUN,ESTERO,3 Bed/2(0),"1,952",3,"$363,900.00",09/21/20
,,"$389,900.00",142 2ND ST,BONITA SPRINGS,2 Bed/2(0),"1,362",24,"$364,000.00",11/13/20
,,"$369,900.00",18445 ROYAL HAMMOCK BLVD,NAPLES,4+Den/3(0),"2,775",14,"$364,000.00",12/29/20
,,"$375,000.00",3021 SE 17TH AVE,CAPE CORAL,3 Bed/2(0),"1,317",1,"$364,350.00",11/16/20
,,"$364,500.00",228 NE 13TH AVE,CAPE CORAL,3 Bed/2(0),"2,039",1,"$364,500.00",10/15/20
,,"$364,900.00",628 SW 12TH TER,CAPE CORAL,3 Bed/2(0),"1,671",1,"$364,900.00",12/11/20
,,"$374,900.00",5900 CONSTITUTION ST,AVE MARIA,3+Den/2(0),"1,901",15,"$365,000.00",11/13/20
,,"$365,000.00",5277 MESSINA ST,AVE MARIA,4 Bed/3(0),"2,341",4,"$365,000.00",10/29/20
,,"$370,093.00",16283 BONITA LANDING CIR,BONITA SPRINGS,4 Bed/3(0),"2,032",6,"$365,000.00",10/23/20
,,"$369,999.00",1302 SW 27TH TER,CAPE CORAL,4 Bed/2(0),"2,330",6,"$365,000.00",11/12/20
,,"$365,000.00",4502 SE 20TH PL,CAPE CORAL,3 Bed/3(0),"1,645",13,"$365,000.00",11/17/20
,,"$399,900.00",4019 SW 1ST PL,CAPE CORAL,3 Bed/3(0),"1,948",8,"$365,000.00",10/30/20
,,"$395,000.00",1007 SW 4TH AVE,CAPE CORAL,4 Bed/2(0),"2,415",36,"$365,000.00",11/17/20
,,"$375,000.00",724 SE 44TH ST,CAPE CORAL,2 Bed/2(0),"1,612",45,"$365,000.00",12/01/20
,,"$374,900.00",2231 SW 20TH AVE,CAPE CORAL,4 Bed/2(0),"2,194",4,"$365,000.00",10/07/20
,,"$369,990.00",1812 SE 1ST TER,CAPE CORAL,4 Bed/2(0),"2,348",0,"$365,000.00",08/24/20
,,"$380,000.00",20086 BALLYLEE CT,ESTERO,2+Den/2(0),"1,842",16,"$365,000.00",11/05/20
,,"$370,000.00",16713 BOBCAT DR,FORT MYERS,3 Bed/2(0),"2,148",3,"$365,000.00",12/21/20
,,"$399,900.00",328 PRATHER DR,FORT MYERS,3 Bed/2(0),"1,900",19,"$365,000.00",12/14/20
,,"$379,000.00",535 VAL MAR DR,FORT MYERS,3 Bed/3(0),"2,603",41,"$365,000.00",12/31/20
,,"$375,000.00",6195 BRIARWOOD TER,FORT MYERS,3+Den/2(0),"2,117",4,"$365,000.00",12/13/20
,,"$379,900.00",4607 WATERCOLOR WAY,FORT MYERS,3+Den/2(0),"1,947",29,"$365,000.00",12/11/20
,,"$365,000.00",11140 SPARKLEBERRY DR,FORT MYERS,5 Bed/4(0),"3,659",--,"$365,000.00",09/10/20
,,"$375,900.00",9331 WINDLAKE DR,FORT MYERS,3 Bed/2(0),"2,226",4,"$365,000.00",11/03/20
,,"$365,000.00",15834 CUTTERS CT,FORT MYERS,3+Den/2(0),"2,011",14,"$365,000.00",10/13/20
,,"$385,000.00",9194 INDEPENDENCE WAY,FORT MYERS,2+Den/2(0),"1,715",0,"$365,000.00",10/06/20
,,"$375,000.00",513 5TH AVE,MARCO ISLAND,3 Bed/2(0),"1,120",24,"$365,000.00",10/15/20
,,"$365,000.00",2685 18TH AVE SE,NAPLES,4 Bed/2(0),"1,767",4,"$365,000.00",12/11/20
,,"$375,000.00",39 WICKLIFFE DR,NAPLES,3 Bed/2(0),"1,825",11,"$365,000.00",12/08/20
,,"$374,900.00",10344 QUAIL CROWN DR,NAPLES,2+Den/2(0),"1,809",16,"$365,000.00",11/25/20
,,"$389,900.00",5201 17TH AVE SW,NAPLES,3 Bed/2(0),"1,904",41,"$365,000.00",12/07/20
,,"$365,000.00",2545 27TH AVE NE,NAPLES,4 Bed/2(0),"1,872",3,"$365,000.00",10/23/20
,,"$365,000.00",5459 17TH AVE SW,NAPLES,4 Bed/2(0),"2,115",40,"$365,000.00",11/30/20
,,"$365,000.00",4410 PINE RIDGE RD,NAPLES,3 Bed/2(0),"1,395",3,"$365,000.00",09/15/20
,,"$385,000.00",3151 BANYON HOLLOW LOOP,NORTH FORT MYERS,3+Den/3(0),"2,583",30,"$365,000.00",11/16/20
,,"$389,000.00",40990 HORSESHOE RD,PUNTA GORDA,3 Bed/2(0),"1,620",55,"$365,000.00",12/14/20
,,"$366,900.00",10003 WINDY POINTE CT,FORT MYERS,3+Den/2(1),"2,242",95,"$365,393.00",12/16/20
,,"$369,750.00",1303 SW 8TH CT,CAPE CORAL,3+Den/2(0),"1,975",11,"$365,750.00",12/14/20
,,"$375,000.00",4929 LOWELL DR,AVE MARIA,3+Den/3(0),"2,464",12,"$367,000.00",10/30/20
,,"$369,000.00",6581 STALEY FARMS RD,FORT MYERS,4 Bed/2(0),"1,712",27,"$367,000.00",12/29/20
,,"$367,000.00",1515 JACKSON AVE,LEHIGH ACRES,3 Bed/3(0),"2,724",6,"$367,000.00",10/23/20
,,"$365,000.00",4512 SW 21ST PL,CAPE CORAL,3 Bed/2(1),"2,184",3,"$367,500.00",10/23/20
,,"$375,000.00",1625 SE 40TH TER,CAPE CORAL,3 Bed/2(0),"1,604",8,"$367,500.00",09/15/20
,,"$379,000.00",13263 LITTLE GEM CIR,FORT MYERS,5 Bed/3(1),"2,661",13,"$367,500.00",10/28/20
,,"$378,500.00",9807 FATHOM CT,FORT MYERS,4 Bed/2(1),"2,646",39,"$367,500.00",10/28/20
,,"$368,000.00",6344 PRESTIGE LN,AVE MARIA,2+Den/2(0),"2,079",--,"$368,000.00",02/26/20
,,"$385,000.00",5111 ROMA ST,AVE MARIA,4+Den/3(0),"3,210",24,"$368,000.00",11/12/20
,,"$374,990.00",1801 SW 45TH LN,CAPE CORAL,3 Bed/2(0),"1,872",5,"$368,000.00",12/07/20
,,"$368,000.00",3519 SE 2ND PL,CAPE CORAL,4 Bed/2(0),"2,324",0,"$368,000.00",10/23/20
,,"$389,000.00",163 SW 53RD TER,CAPE CORAL,2 Bed/2(0),"1,640",13,"$368,000.00",09/30/20
,,"$394,900.00",25641 INLET WAY CT,BONITA SPRINGS,3 Bed/2(1),"1,861",14,"$368,500.00",09/09/20
,,"$368,680.00",19648 UTOPIA LN,ESTERO,3 Bed/2(0),"1,674",--,"$368,680.00",12/16/20
,,"$387,720.00",6796 WEATHERBY CT,NAPLES,3 Bed/2(0),"1,560",18,"$368,720.00",12/30/20
,,"$369,900.00",580 E VALLEY DR,BONITA SPRINGS,2 Bed/2(0),"1,106",2,"$369,000.00",11/05/20
,,"$369,000.00",9181 THYME CT,FORT MYERS,4 Bed/3(0),"2,200",2,"$369,000.00",11/05/20
,,"$429,900.00",2109 WENOLA CT,FORT MYERS,3 Bed/2(0),"1,725",29,"$369,000.00",10/09/20
,,"$374,900.00",692 ASTARIAS CIR,FORT MYERS,4 Bed/2(0),"2,150",52,"$369,000.00",11/25/20
,,"$385,000.00",12918 PASTURES WAY,FORT MYERS,4 Bed/2(0),"2,629",24,"$369,000.00",10/30/20
,,"$369,900.00",14877 AMERICAN EAGLE CT,FORT MYERS,4 Bed/3(0),"2,465",52,"$369,000.00",12/01/20
,,"$349,000.00",626 93RD AVE N,NAPLES,2 Bed/2(0),"1,013",1,"$369,000.00",12/15/20
,,"$369,000.00",3640 20TH AVE NE,NAPLES,3 Bed/2(0),"1,717",8,"$369,000.00",12/15/20
,,"$369,000.00",4593 OSSABAW WAY E,NAPLES,2 Bed/2(0),"1,680",31,"$369,000.00",11/17/20
,,"$389,000.00",431 HAMLIN LN,NORTH FORT MYERS,4 Bed/3(0),"2,755",9,"$369,000.00",11/30/20
,,"$374,900.00",3293 MAGNOLIA LANDING LN,NORTH FORT MYERS,3+Den/2(0),"2,244",1,"$369,000.00",12/11/20
,,"$387,900.00",3614 TOMLINSON ST,BONITA SPRINGS,3 Bed/2(0),"1,535",30,"$369,600.00",10/26/20
,,"$369,900.00",2226 SW 4TH AVE,CAPE CORAL,4 Bed/2(0),"1,990",4,"$369,900.00",11/06/20
,,"$374,900.00",5091 SALERNO ST,AVE MARIA,4 Bed/3(0),"3,258",45,"$370,000.00",12/04/20
,,"$379,900.00",5114 MONZA CT,AVE MARIA,5 Bed/4(0),"3,239",27,"$370,000.00",11/05/20
,,"$389,900.00",26932 SPANISH GARDENS DR,BONITA SPRINGS,3 Bed/2(0),"2,097",7,"$370,000.00",10/23/20
,,"$375,000.00",1327 SW 27TH TER,CAPE CORAL,3 Bed/2(0),"1,688",14,"$370,000.00",12/31/20
,,"$384,900.00",2926 SE 11TH PL,CAPE CORAL,3 Bed/2(0),"1,652",32,"$370,000.00",12/17/20
,,"$375,000.00",627 NE 7TH TER,CAPE CORAL,4+Den/2(0),"2,213",70,"$370,000.00",12/17/20
,,"$362,000.00",705 SW 8TH CT,CAPE CORAL,3+Den/2(0),"2,016",2,"$370,000.00",09/25/20
,,"$389,900.00",3903 SE 18TH PL,CAPE CORAL,4 Bed/3(0),"2,182",7,"$370,000.00",09/18/20
,,"$388,000.00",3215 SE 4TH PL,CAPE CORAL,3 Bed/2(0),"1,748",5,"$370,000.00",09/24/20
,,"$380,000.00",20606 ARDORE LN,ESTERO,4 Bed/3(0),"2,607",45,"$370,000.00",12/31/20
,,"$400,567.00",11936 ARBOR TRACE DR,FORT MYERS,3 Bed/3(0),"1,849",32,"$370,000.00",12/23/20
,,"$385,000.00",12708 ASTOR PL,FORT MYERS,3+Den/3(0),"2,830",38,"$370,000.00",12/04/20
,,"$379,999.00",14354 VINDEL CIR,FORT MYERS,5+Den/3(0),"3,302",54,"$370,000.00",12/28/20
,,"$379,900.00",12658 FAIRINGTON WAY,FORT MYERS,3 Bed/2(1),"2,258",24,"$370,000.00",11/24/20
,,"$374,000.00",2262 BAHAMA AVE,FORT MYERS,4 Bed/2(0),"1,822",9,"$370,000.00",10/26/20
,,"$385,000.00",8960 CROWN BRIDGE WAY,FORT MYERS,2+Den/2(0),"1,781",44,"$370,000.00",12/18/20
,,"$375,900.00",14101 CERRITO ST,FORT MYERS,4 Bed/3(0),"2,213",93,"$370,000.00",12/23/20
,,"$395,900.00",4775 EUROPA DR,NAPLES,3 Bed/2(1),"1,888",2,"$370,000.00",12/03/20
,,"$368,000.00",9909 WINCHESTER WOOD,NAPLES,3 Bed/2(0),"1,566",3,"$370,000.00",12/10/20
,,"$379,000.00",2274 GROVE DR,NAPLES,3+Den/3(0),"2,863",1,"$370,000.00",12/02/20
,,"$410,000.00",2824 POINCIANA ST,NAPLES,3 Bed/2(0),"1,515",35,"$370,000.00",12/24/20
,,"$370,000.00",3682 TREASURE COVE CIR,NAPLES,3 Bed/2(0),"1,649",2,"$370,000.00",11/12/20
,,"$420,000.00",9548 CHELFORD CT,NAPLES,3 Bed/2(0),"1,624",20,"$370,000.00",09/25/20
,,"$365,000.00",2621 20TH AVE NE,NAPLES,4 Bed/2(0),"2,040",7,"$370,000.00",10/26/20
,,"$400,000.00",2062 MANDARIN LN,NAPLES,4 Bed/2(0),"2,050",10,"$370,000.00",10/16/20
,,"$375,000.00",5762 ELIZABETH ANN WAY,FORT MYERS,3 Bed/2(0),"1,997",0,"$370,600.00",11/30/20
,,"$375,000.00",9360 RIVER OTTER DR,FORT MYERS,4 Bed/3(0),"2,032",2,"$371,000.00",12/31/20
,,"$375,000.00",1216 HOPEDALE DR,FORT MYERS,3 Bed/2(0),"2,190",25,"$371,000.00",10/26/20
,,"$359,000.00",623 104TH AVE N,NAPLES,3 Bed/2(0),"1,375",8,"$371,000.00",11/11/20
,,"$369,900.00",3318 SW 15TH AVE,CAPE CORAL,3 Bed/2(0),"2,060",4,"$372,000.00",11/12/20
,,"$369,900.00",8844 CYPRESS PRESERVE PL,FORT MYERS,4+Den/2(0),"2,101",3,"$372,000.00",12/18/20
,,"$369,700.00",11019 LAKELAND CIR,FORT MYERS,4+Den/3(0),"2,875",4,"$372,000.00",11/20/20
,,"$369,900.00",4349 14TH ST NE,NAPLES,5 Bed/3(0),"2,866",11,"$372,000.00",09/22/20
,,"$372,120.00",6352 PRESTIGE LN,AVE MARIA,2+Den/2(0),"1,921",48,"$372,130.00",11/23/20
,,"$375,000.00",2738 VIA PIAZZA LOOP,FORT MYERS,5+Den/3(0),"3,302",16,"$372,500.00",11/16/20
,,"$374,900.00",2136 SW 5TH AVE,CAPE CORAL,4 Bed/2(0),"1,990",17,"$372,900.00",12/04/20
,,"$385,000.00",1316 TRIANDRA LN,NAPLES,4 Bed/2(1),"2,442",3,"$373,000.00",12/09/20
,,"$374,000.00",2662 SW 31ST LN,CAPE CORAL,3+Den/2(0),"2,466",12,"$374,000.00",11/20/20
,,"$374,900.00",1433 SE 4TH PL,CAPE CORAL,4 Bed/2(0),"1,990",0,"$374,900.00",11/20/20
,,"$374,999.00",2921 DIPLOMAT PKY W,CAPE CORAL,3 Bed/2(0),"2,029",28,"$374,999.00",10/08/20
,,"$425,000.00",203 1ST ST,BONITA SPRINGS,3+Den/2(0),"1,344",9,"$375,000.00",10/09/20
,,"$399,000.00",1909 SE 36TH TER,CAPE CORAL,3 Bed/2(0),"1,835",7,"$375,000.00",11/27/20
,,"$377,500.00",512 SE 33RD TER,CAPE CORAL,4 Bed/2(1),"2,412",3,"$375,000.00",11/18/20
,,"$385,000.00",5341 COBALT CT,CAPE CORAL,3+Den/2(0),"1,800",46,"$375,000.00",12/22/20
,,"$375,000.00",2015 SW 17TH PL,CAPE CORAL,3+Den/2(0),"2,100",4,"$375,000.00",09/04/20
,,"$375,000.00",19617 UTOPIA LN,ESTERO,4 Bed/3(0),"2,529",--,"$375,000.00",11/12/20
,,"$375,000.00",10281 LIVORNO DR,FORT MYERS,4 Bed/3(0),"2,032",--,"$375,000.00",04/15/20
,,"$375,000.00",13457 PALMETTO GROVE DR,FORT MYERS,3+Den/2(0),"1,866",1,"$375,000.00",12/30/20
,,"$375,000.00",2773 VIA PIAZZA LOOP,FORT MYERS,4 Bed/3(0),"2,264",1,"$375,000.00",10/22/20
,,"$398,500.00",15669 FIDDLESTICKS BLVD,FORT MYERS,4 Bed/3(0),"2,685",0,"$375,000.00",09/30/20
,,"$375,000.00",12808 VISTA PINE CIR,FORT MYERS,3 Bed/2(0),"2,391",1,"$375,000.00",09/25/20
,,"$375,000.00",10130 MIMOSA SILK DR,FORT MYERS,5 Bed/4(0),"3,641",2,"$375,000.00",10/02/20
,,"$375,000.00",10392 SPRUCE PINE CT,FORT MYERS,5 Bed/4(0),"3,592",4,"$375,000.00",11/02/20
,,"$375,000.00",3975 ASHENTREE CT,FORT MYERS,3+Den/3(1),"2,623",0,"$375,000.00",09/18/20
,,"$385,000.00",14445 TUSCANY POINTE TRL,NAPLES,3 Bed/2(0),"1,714",15,"$375,000.00",12/04/20
,,"$370,000.00",49 WICKLIFFE DR,NAPLES,3+Den/2(0),"1,650",2,"$375,000.00",11/18/20
,,"$385,000.00",932 BELVILLE BLVD,NAPLES,3 Bed/2(0),"1,700",5,"$375,000.00",11/23/20
,,"$399,900.00",1455 16TH ST NE,NAPLES,4 Bed/3(0),"1,746",57,"$375,000.00",12/29/20
,,"$375,000.00",1077 ILLINOIS DR,NAPLES,3+Den/2(0),"1,710",2,"$375,000.00",10/13/20
,,"$389,900.00",1751 CASTAWAY ST,NORTH FORT MYERS,3 Bed/2(0),"1,809",12,"$375,000.00",11/13/20
,,"$399,900.00",22791 SNAPTAIL CT,ESTERO,4 Bed/2(0),"2,068",5,"$376,000.00",09/30/20
,,"$379,900.00",743 LAMBTON LN,NAPLES,3 Bed/2(0),"2,018",13,"$376,000.00",12/23/20
,,"$379,000.00",74 7TH ST,BONITA SPRINGS,2 Bed/2(0),"1,124",12,"$376,100.00",11/30/20
,,"$390,000.00",15006 LURE TRL,BONITA SPRINGS,2+Den/2(0),"1,702",28,"$377,000.00",12/21/20
,,"$389,900.00",9171 PITTSBURGH BLVD,FORT MYERS,3+Den/2(0),"2,172",5,"$377,000.00",11/16/20
,,"$377,000.00",23415 FREEPORT AVE,PORT CHARLOTTE,3 Bed/2(0),"2,365",--,"$377,000.00",03/03/20
,,"$378,500.00",16582 CRESCENT BEACH WAY,BONITA SPRINGS,2+Den/2(0),"1,816",44,"$377,500.00",10/30/20
,,"$384,900.00",23121 MARSH LANDING BLVD,ESTERO,3 Bed/2(0),"2,281",6,"$377,500.00",11/23/20
,,"$395,000.00",9292 PALM ISLAND CIR,NORTH FORT MYERS,3 Bed/2(0),"2,007",2,"$377,500.00",12/15/20
,,"$379,900.00",5203 VIZCAYA ST,AVE MARIA,4+Den/3(0),"3,270",7,"$378,000.00",12/30/20
,,"$409,900.00",106 TORREY PINES PT,NAPLES,2 Bed/2(0),"1,828",55,"$378,000.00",11/12/20
,,"$379,000.00",28633 HIGHGATE DR,BONITA SPRINGS,2+Den/2(0),"1,871",1,"$379,000.00",12/17/20
,,"$379,000.00",20251 TORRE DEL LAGO ST,ESTERO,4 Bed/2(0),"2,266",2,"$379,000.00",11/03/20
,,"$379,000.00",20614 WEST SILVER PALM DR,ESTERO,5 Bed/3(0),"2,997",68,"$379,000.00",12/07/20
,,"$369,000.00",17521 STEPPING STONE DR,FORT MYERS,3 Bed/2(0),"1,846",10,"$379,000.00",11/05/20
,,"$389,000.00",7735 CITRUS HILL LN,NAPLES,3 Bed/2(0),"1,704",2,"$379,000.00",10/30/20
,,"$379,000.00",199 BURNT PINE DR,NAPLES,3 Bed/2(0),"2,006",1,"$379,000.00",10/21/20
,,"$389,000.00",5754 LANCEWOOD WAY,NAPLES,3 Bed/2(0),"1,427",3,"$379,000.00",09/22/20
,,"$379,000.00",17490 BELIE WAY,PUNTA GORDA,3 Bed/2(0),"1,940",6,"$379,000.00",11/20/20
,,"$379,500.00",9402 LA BIANCO ST,ESTERO,3 Bed/2(0),"1,519",1,"$379,500.00",12/04/20
,,"$379,500.00",1351 SAN MARCOS BLVD,NAPLES,2 Bed/1(0),"1,200",6,"$379,500.00",12/18/20
,,"$379,900.00",11218 TANGELO TER,BONITA SPRINGS,3 Bed/3(0),"1,898",5,"$379,900.00",11/20/20
,,"$379,900.00",10619 VICENZA CT,FORT MYERS,2+Den/2(0),"1,823",0,"$379,900.00",11/19/20
,,"$374,000.00",1867 PAR DR,NAPLES,4+Den/3(0),"2,738",15,"$379,900.00",11/16/20
,,"$379,900.00",1704 W BLUEWATER TER,NORTH FORT MYERS,3+Den/2(0),"2,156",14,"$379,900.00",10/15/20
,,"$399,000.00",8687 SW SAND CRANE CIR,ARCADIA,2 Bed/1(0),375,41,"$380,000.00",10/26/20
,,"$375,000.00",17 SE 23RD AVE,CAPE CORAL,3 Bed/2(0),"1,930",4,"$380,000.00",11/30/20
,,"$379,990.00",1510 SW 32ND TER,CAPE CORAL,3+Den/2(0),"2,254",4,"$380,000.00",11/24/20
,,"$399,900.00",1721 SW 22ND ST,CAPE CORAL,5 Bed/3(0),"2,900",48,"$380,000.00",12/31/20
,,"$389,000.00",3416 SW 15TH AVE,CAPE CORAL,4 Bed/2(0),"1,800",9,"$380,000.00",11/10/20
,,"$379,999.00",3722 SW 1ST LN,CAPE CORAL,3+Den/2(0),"2,000",11,"$380,000.00",11/17/20
,,"$394,000.00",1924 SE 9TH TER,CAPE CORAL,3 Bed/2(0),"1,446",1,"$380,000.00",09/30/20
,,"$389,900.00",2557 ASHBURY CIR,CAPE CORAL,5 Bed/3(0),"2,851",35,"$380,000.00",10/27/20
,,"$399,900.00",1836 NW 6TH PL,CAPE CORAL,4 Bed/2(0),"2,406",27,"$380,000.00",10/29/20
,,"$399,000.00",5136 BAYSIDE VILLAS,CAPTIVA,1 Bed/2(0),684,0,"$380,000.00",11/18/20
,,"$383,826.00",19668 UTOPIA LN,ESTERO,3 Bed/3(0),"1,849",7,"$380,000.00",12/22/20
,,"$389,999.00",14830 LAKE OLIVE DR,FORT MYERS,4 Bed/3(0),"2,235",18,"$380,000.00",10/23/20
,,"$389,900.00",9310 BRAMLEY TER,FORT MYERS,3+Den/2(0),"1,566",81,"$380,000.00",12/28/20
,,"$414,900.00",7220 SWAN LAKE DR,FORT MYERS,4 Bed/3(0),"2,202",30,"$380,000.00",10/15/20
,,"$405,000.00",17411 STEPPING STONE DR,FORT MYERS,4+Den/2(1),"2,254",7,"$380,000.00",08/31/20
,,"$380,000.00",3601 25TH AVE SW,NAPLES,4+Den/3(1),"3,035",10,"$380,000.00",12/22/20
,,"$445,000.00",8725 MADRID CIR,NAPLES,3+Den/2(1),"2,032",6,"$380,000.00",11/30/20
,,"$375,000.00",2770 22ND AVE NE,NAPLES,3 Bed/2(0),"1,719",5,"$380,000.00",11/10/20
,,"$399,900.00",812 WILLOW SPRINGS CT,NAPLES,3+Den/2(0),"1,964",46,"$380,000.00",12/24/20
,,"$389,000.00",2137 FAIRMONT LN,NAPLES,4 Bed/2(0),"2,207",26,"$380,000.00",11/09/20
,,"$385,000.00",105 WICKLIFFE DR,NAPLES,3 Bed/2(0),"1,356",8,"$381,100.00",11/19/20
,,"$397,000.00",3752 SE 1ST AVE,CAPE CORAL,3 Bed/2(0),"1,953",7,"$382,000.00",12/29/20
,,"$385,000.00",8807 LARGO MAR DR,ESTERO,2+Den/2(0),"2,105",0,"$382,000.00",10/23/20
,,"$384,900.00",15241 FLORESTA LN,FORT MYERS,4 Bed/3(1),"2,432",10,"$382,000.00",09/29/20
,,"$381,000.00",2145 CLEMENTINE ST,NAPLES,4 Bed/3(0),"2,529",91,"$382,000.00",12/18/20
,,"$395,000.00",233 BAYSHORE DR,CAPE CORAL,3 Bed/3(0),"1,707",32,"$382,500.00",12/10/20
,,"$384,900.00",2511 NW 1ST ST,CAPE CORAL,4 Bed/3(0),"1,918",4,"$382,500.00",11/06/20
,,"$389,000.00",1193 JARDIN DR,NAPLES,2+Den/2(0),"1,679",19,"$382,500.00",11/16/20
,,"$395,000.00",19619 UTOPIA LN,ESTERO,3+Den/3(0),"2,201",32,"$383,000.00",12/30/20
,,"$409,900.00",2619 BELLINGHAM CT,CAPE CORAL,4 Bed/2(0),"2,202",11,"$383,500.00",11/04/20
,,"$385,900.00",11528 SUMMERVIEW WAY,FORT MYERS,3+Den/2(1),"2,242",12,"$384,000.00",10/30/20
,,"$395,000.00",140 CORAL VINE DR,NAPLES,3 Bed/2(0),"1,530",8,"$384,000.00",11/09/20
,,"$384,500.00",2538 ASHBURY CIR,CAPE CORAL,4 Bed/2(1),"2,634",--,"$384,500.00",07/24/20
,,"$399,610.00",16554 CRESCENT BEACH WAY,BONITA SPRINGS,3+Den/2(1),"2,034",55,"$384,610.00",11/17/20
,,"$399,900.00",5352 SHALLEY CIR W,FORT MYERS,3 Bed/2(0),"1,889",3,"$384,900.00",12/05/20
,,"$369,900.00",141 SW 58TH ST,CAPE CORAL,3 Bed/2(0),"1,697",1,"$385,000.00",11/20/20
,,"$374,000.00",4341 AGUALINDA BLVD,CAPE CORAL,3+Den/2(0),"1,749",2,"$385,000.00",12/03/20
,,"$395,000.00",844 SW 36TH TER,CAPE CORAL,3+Den/2(0),"2,078",9,"$385,000.00",12/07/20
,,"$399,900.00",2828 SE 18TH CT,CAPE CORAL,3 Bed/2(0),"1,317",9,"$385,000.00",09/30/20
,,"$385,000.00",928 NW 3RD AVE,CAPE CORAL,3 Bed/2(0),"2,198",2,"$385,000.00",09/30/20
,,"$377,500.00",21331 VELINO LN,ESTERO,3+Den/2(0),"2,048",3,"$385,000.00",09/24/20
,,"$385,000.00",12741 CHARTWELL DR,FORT MYERS,3 Bed/2(0),"2,062",4,"$385,000.00",12/11/20
,,"$400,000.00",6433 MORGAN LA FEE LN,FORT MYERS,3 Bed/2(0),"1,759",23,"$385,000.00",12/28/20
,,"$394,900.00",4288 WATERCOLOR WAY,FORT MYERS,3+Den/2(1),"2,234",5,"$385,000.00",11/24/20
,,"$399,900.00",10506 BELLA VISTA DR,FORT MYERS,2+Den/2(0),"1,821",13,"$385,000.00",11/13/20
,,"$409,000.00",6715 WILLOW LAKE CIR,FORT MYERS,4 Bed/3(0),"2,127",10,"$385,000.00",11/20/20
,,"$399,000.00",12945 VALDOSTA PL,FORT MYERS,4 Bed/2(1),"2,669",2,"$385,000.00",10/09/20
,,"$390,229.00",11391 TIVERTON TRCE,FORT MYERS,3+Den/2(0),"2,009",5,"$385,000.00",12/04/20
,,"$400,000.00",11208 SAND PINE CT,FORT MYERS,6 or More/4(0),"3,583",32,"$385,000.00",11/03/20
,,"$389,000.00",10861 DENNINGTON RD,FORT MYERS,2+Den/2(0),"1,963",43,"$385,000.00",11/02/20
,,"$385,000.00",12701 ASTON OAKS DR,FORT MYERS,4 Bed/3(0),"2,404",1,"$385,000.00",10/02/20
,,"$389,000.00",5581 WENDY LN,NAPLES,4 Bed/3(0),"1,623",13,"$385,000.00",12/16/20
,,"$399,900.00",6150 SEA GRASS LN,NAPLES,3+Den/2(0),"1,892",28,"$385,000.00",11/18/20
,,"$399,000.00",11752 QUAIL VILLAGE WAY #15,NAPLES,3 Bed/3(1),"2,300",14,"$385,000.00",11/17/20
,,"$349,000.00",1075 31ST ST SW,NAPLES,4 Bed/3(0),"2,296",3,"$385,000.00",12/30/20
,,"$400,000.00",201 PALMETTO DUNES CIR,NAPLES,3 Bed/2(0),"2,085",41,"$385,000.00",11/17/20
,,"$399,900.00",190 SAN RAFAEL LN,NAPLES,4 Bed/2(0),"2,071",14,"$385,000.00",09/15/20
,,"$399,000.00",213 BAY MEADOWS DR,NAPLES,3 Bed/2(0),"1,597",25,"$385,000.00",09/30/20
,,"$395,000.00",14731 CHADDERTON CT,ORLANDO,4 Bed/3(0),"2,319",7,"$385,000.00",10/08/20
