,,List Price,Address,City,Beds/Baths,Approx Living Area,DOM,Sold Price,Sold Date
,,"$314,900.00",5010 BENTON ST,LEHIGH ACRES,3 Bed/2(0),"1,499",5,"$295,000.00",08/23/22
,,"$295,000.00",755 PUCCINI AVE S,LEHIGH ACRES,4 Bed/2(0),"1,571",0,"$295,000.00",07/20/22
,,"$289,900.00",2516 41ST ST W,LEHIGH ACRES,3 Bed/2(0),"1,408",4,"$295,000.00",08/05/22
,,"$295,000.00",17867 ACACIA DR,NORTH FORT MYERS,2 Bed/2(0),"1,316",2,"$295,000.00",08/11/22
,,"$280,000.00",530 SE 34TH TER,CAPE CORAL,2 Bed/2(0),"1,174",22,"$296,000.00",08/15/22
,,"$259,900.00",18624 ORLANDO RD,FORT MYERS,3 Bed/2(0),"1,257",4,"$296,000.00",10/07/22
,,"$305,000.00",4104 10TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,632",38,"$296,000.00",12/30/22
,,"$296,575.00",4149 NE 10TH AVE,CAPE CORAL,4 Bed/2(0),"1,499",--,"$296,575.00",09/13/22
,,"$296,900.00",3110 PEBBLE LN,LABELLE,3 Bed/2(0),"1,402",18,"$296,900.00",12/19/22
,,"$305,000.00",1306 SW 10TH TER,CAPE CORAL,3 Bed/2(0),"1,283",7,"$297,000.00",12/23/22
,,"$290,900.00",3418 61ST ST W,LEHIGH ACRES,3 Bed/2(0),"1,574",20,"$297,200.00",09/23/22
,,"$325,000.00",2206 NE 24TH TER,CAPE CORAL,4 Bed/2(0),"1,757",51,"$297,300.00",11/18/22
,,"$299,500.00",3109 6TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,458",19,"$297,500.00",12/20/22
,,"$300,000.00",18431 YARBROUGH AVE,PORT CHARLOTTE,3 Bed/2(0),"1,405",3,"$297,500.00",07/22/22
,,"$297,600.00",15841 KEYGRASS LN,FORT MYERS,3 Bed/2(0),"1,134",8,"$298,500.00",11/23/22
,,"$299,000.00",1028 NE PINE ISLAND LN,CAPE CORAL,3 Bed/2(0),"1,186",4,"$299,000.00",07/29/22
,,"$299,000.00",2846 NW 4TH AVE,CAPE CORAL,3 Bed/2(1),"1,709",8,"$299,000.00",07/21/22
,,"$299,000.00",1709 FRAMINGHAM CT,FORT MYERS,3 Bed/2(0),"1,272",14,"$299,000.00",11/09/22
,,"$299,000.00",815 PORTER ST E,LEHIGH ACRES,3+Den/2(0),"1,659",4,"$299,000.00",08/19/22
,,"$299,000.00",3721 6TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,389",8,"$299,000.00",08/10/22
,,"$299,900.00",9330 SEDGEFIELD RD,NORTH FORT MYERS,3 Bed/2(0),"1,491",53,"$299,000.00",11/01/22
,,"$299,800.00",6620 E TROPICANA DR,FORT MYERS,3 Bed/2(0),"1,248",20,"$299,800.00",09/22/22
,,"$299,900.00",4103 SW 15TH PL,CAPE CORAL,3 Bed/2(0),"1,184",34,"$299,900.00",10/21/22
,,"$299,900.00",14932 RANDOLPH DR,FORT MYERS,3 Bed/2(0),"1,710",3,"$299,900.00",12/12/22
,,"$299,900.00",9010 E BROAD CIR,LABELLE,3 Bed/2(0),"1,547",8,"$299,900.00",11/03/22
,,"$299,900.00",495 7TH AVE,LABELLE,3 Bed/2(0),"2,026",7,"$299,900.00",08/10/22
,,"$299,900.00",442 WILLOWBROOK DR,LEHIGH ACRES,4 Bed/2(0),"1,764",63,"$299,900.00",11/14/22
,,"$299,900.00",5 JACKSON AVE,LEHIGH ACRES,3+Den/2(0),"2,126",--,"$299,900.00",07/27/22
,,"$299,900.00",2805 18TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,884",20,"$299,900.00",10/18/22
,,"$309,900.00",119 DELAWARE RD,LEHIGH ACRES,2 Bed/2(0),"1,356",125,"$299,900.00",12/30/22
,,"$299,900.00",190 VERDUN AVE,LEHIGH ACRES,3 Bed/2(0),"1,258",54,"$299,900.00",11/30/22
,,"$299,950.00",109 MCKINLEY AVE,LEHIGH ACRES,3 Bed/2(0),"1,226",19,"$299,950.00",12/02/22
,,"$299,999.00",1933 HOLYOKE AVE,LEHIGH ACRES,4 Bed/2(0),"1,499",46,"$299,999.00",12/30/22
,,"$315,900.00",2907 E 22ND ST,ALVA,3 Bed/2(0),"1,213",21,"$300,000.00",12/15/22
,,"$339,000.00",15821 MISSOURI ST,BOKEELIA,2 Bed/2(0),"1,040",58,"$300,000.00",10/20/22
,,"$225,000.00",10040 PENNSYLVANIA AVE,BONITA SPRINGS,3 Bed/2(0),"1,861",1,"$300,000.00",11/30/22
,,"$325,000.00",1927 SE 21ST ST,CAPE CORAL,3 Bed/2(0),"1,374",0,"$300,000.00",11/14/22
,,"$300,000.00",2922 NW 11TH ST,CAPE CORAL,3+Den/2(1),"2,241",62,"$300,000.00",11/28/22
,,"$329,900.00",1839 NW 19TH PL,CAPE CORAL,3 Bed/2(0),"1,422",3,"$300,000.00",09/19/22
,,"$299,900.00",2519 NE 6TH PL,CAPE CORAL,3 Bed/2(0),"1,419",3,"$300,000.00",08/19/22
,,"$300,000.00",702 NW 2ND TER,CAPE CORAL,3 Bed/2(0),"1,258",0,"$300,000.00",08/24/22
,,"$329,900.00",619 SE 19TH TER,CAPE CORAL,3 Bed/2(0),"1,884",19,"$300,000.00",09/07/22
,,"$299,000.00",213 NELSON RD N,CAPE CORAL,3 Bed/2(0),"1,278",4,"$300,000.00",08/24/22
,,"$300,000.00",714 SE 35TH TER,CAPE CORAL,3 Bed/2(0),"1,633",10,"$300,000.00",08/23/22
,,"$325,000.00",918 SANTA BARBARA BLVD,CAPE CORAL,3 Bed/2(0),"1,425",26,"$300,000.00",08/18/22
,,"$305,000.00",2136 SW 19TH AVE,CAPE CORAL,3 Bed/2(0),"1,288",6,"$300,000.00",07/15/22
,,"$315,000.00",18442 SUNFLOWER RD,FORT MYERS,2 Bed/1(0),"1,026",5,"$300,000.00",12/28/22
,,"$300,000.00",1437 BYRON RD,FORT MYERS,3 Bed/2(0),"1,225",1,"$300,000.00",12/05/22
,,"$317,000.00",2303 PARKVIEW DR,FORT MYERS,2+Den/2(0),"1,358",8,"$300,000.00",08/25/22
,,"$325,000.00",11139 CARAVEL CIR,FORT MYERS,2 Bed/2(0),"1,298",8,"$300,000.00",07/29/22
,,"$320,000.00",8024 BUTTERCUP CIR,LABELLE,3 Bed/2(0),"1,577",29,"$300,000.00",10/13/22
,,"$324,900.00",227 SCHOOLSIDE DR,LEHIGH ACRES,3 Bed/2(0),"1,354",23,"$300,000.00",12/30/22
,,"$299,900.00",531 KILGOUR AVE,LEHIGH ACRES,3 Bed/2(0),"1,448",18,"$300,000.00",11/29/22
,,"$337,488.00",1605 HIBISCUS AVE,LEHIGH ACRES,3+Den/2(0),"1,850",73,"$300,000.00",12/27/22
,,"$309,000.00",2504 38TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,574",5,"$300,000.00",11/30/22
,,"$299,000.00",3815 18TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,408",3,"$300,000.00",11/21/22
,,"$305,000.00",3504 15TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,180",46,"$300,000.00",12/05/22
,,"$295,000.00",914 MAYFIELD AVE S,LEHIGH ACRES,3 Bed/2(0),"1,793",3,"$300,000.00",10/25/22
,,"$309,900.00",3500 48TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,286",69,"$300,000.00",11/23/22
,,"$304,900.00",2813 8TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,472",7,"$300,000.00",09/02/22
,,"$304,700.00",1022 DANFORTH ST,LEHIGH ACRES,3 Bed/2(0),"1,464",9,"$300,000.00",08/17/22
,,"$287,900.00",3325 11TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,277",4,"$300,000.00",07/27/22
,,"$289,500.00",219 LAKE DR,LEHIGH ACRES,3 Bed/3(0),"1,440",3,"$300,000.00",07/15/22
,,"$329,900.00",2164 JEFFERSON AVE,NAPLES,2 Bed/2(0),"1,067",14,"$300,000.00",12/05/22
,,"$319,000.00",2300 42ND ST SW,NAPLES,2 Bed/2(0),"1,465",35,"$300,000.00",10/27/22
,,"$315,000.00",1417 PINEY RD,NORTH FORT MYERS,3 Bed/2(0),"1,824",6,"$300,000.00",12/02/22
,,"$399,900.00",16900 HARTWIG LN,NORTH FORT MYERS,3 Bed/2(0),"2,091",88,"$300,000.00",12/14/22
,,"$314,900.00",3361 SABAL SPRINGS BLVD,NORTH FORT MYERS,2+Den/2(0),"1,454",1,"$300,000.00",08/25/22
,,"$295,000.00",1344 EUCLID AVE,NORTH FORT MYERS,4 Bed/2(0),"1,521",3,"$300,000.00",09/15/22
,,"$290,000.00",1349 TORREYA CIR,NORTH FORT MYERS,3 Bed/2(0),"1,400",3,"$300,000.00",08/19/22
,,"$300,000.00",1257 FORSYTH DR,NORTH FORT MYERS,4 Bed/3(0),"1,818",53,"$300,000.00",10/21/22
,,"$300,000.00",17900 SABAL PALM DR,NORTH FORT MYERS,2 Bed/1(0),768,2,"$300,000.00",07/12/22
,,"$319,900.00",4119 CONESTOGA ST,PORT CHARLOTTE,2 Bed/2(0),940,61,"$300,000.00",11/30/22
,,"$305,000.00",3372 DEPEW AVE,PORT CHARLOTTE,3 Bed/2(0),"1,942",59,"$300,000.00",11/30/22
,,"$300,000.00",27342 LAS LOMAS DR,PUNTA GORDA,3 Bed/2(0),"1,206",5,"$300,000.00",08/09/22
,,"$300,500.00",525 KINGSBURY LN,LEHIGH ACRES,3+Den/2(0),"2,010",0,"$300,500.00",11/18/22
,,"$299,900.00",4007 33RD ST SW,LEHIGH ACRES,3 Bed/2(0),"1,258",2,"$301,000.00",07/26/22
,,"$319,500.00",3602 17TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,551",12,"$301,500.00",08/31/22
,,"$299,900.00",21260 N RIVER RD,ALVA,2 Bed/1(1),"1,120",33,"$302,000.00",10/20/22
,,"$309,999.00",419 NW 7TH TER,CAPE CORAL,3 Bed/2(0),"1,161",5,"$302,000.00",09/16/22
,,"$299,000.00",612 EDISON AVE,LEHIGH ACRES,3 Bed/2(0),"1,620",5,"$302,000.00",09/22/22
,,"$302,900.00",906 MCKINLEY AVE,LEHIGH ACRES,3 Bed/2(0),"1,289",12,"$303,000.00",11/16/22
,,"$299,000.00",2312 NW 5TH TER,CAPE CORAL,4 Bed/3(0),"1,811",29,"$304,000.00",08/31/22
,,"$299,999.00",1041 ALCALDE ST E,LEHIGH ACRES,3 Bed/2(0),"1,577",15,"$304,000.00",12/16/22
,,"$304,999.00",1923 HOLYOKE AVE,LEHIGH ACRES,4 Bed/2(0),"1,499",29,"$304,999.00",12/14/22
,,"$295,000.00",26830 SILVERADO EAST DR,BONITA SPRINGS,2 Bed/1(1),938,6,"$305,000.00",11/08/22
,,"$320,000.00",1617 NE 2ND PL,CAPE CORAL,3+Den/2(0),"2,106",3,"$305,000.00",12/30/22
,,"$329,900.00",1403 SE 37TH ST,CAPE CORAL,2 Bed/2(0),"1,416",99,"$305,000.00",12/21/22
,,"$329,999.00",1722 NW 12TH ST,CAPE CORAL,3 Bed/2(0),"1,671",108,"$305,000.00",12/19/22
,,"$317,000.00",1618 SE 13TH ST,CAPE CORAL,3 Bed/2(0),"1,541",47,"$305,000.00",10/27/22
,,"$299,999.00",1704 NW 10TH ST,CAPE CORAL,3+Den/2(0),"1,422",13,"$305,000.00",09/07/22
,,"$350,000.00",118 SW 10TH TER,CAPE CORAL,3 Bed/2(0),"1,971",39,"$305,000.00",09/22/22
,,"$349,000.00",232 SE 25TH TER,CAPE CORAL,3 Bed/2(0),"1,350",22,"$305,000.00",08/18/22
,,"$305,000.00",7470-7472 FIELD RD,FORT MYERS,4 Bed/2(0),"1,792",--,"$305,000.00",05/06/22
,,"$299,000.00",4720 JUSTINWOOD RD,FORT MYERS,2+Den/1(0),"1,048",4,"$305,000.00",12/16/22
,,"$310,000.00",151 ZENITH CIR,FORT MYERS,3 Bed/2(0),"1,283",2,"$305,000.00",09/12/22
,,"$299,900.00",4274 ELLEN AVE,FORT MYERS,3 Bed/2(0),"1,034",40,"$305,000.00",11/28/22
,,"$294,900.00",744 KNOX AVE S,LEHIGH ACRES,3 Bed/2(0),"1,250",11,"$305,000.00",12/21/22
,,"$319,000.00",4505 E 9TH ST,LEHIGH ACRES,3 Bed/2(0),"1,400",14,"$305,000.00",11/23/22
,,"$319,900.00",903 RITA AVE N,LEHIGH ACRES,3 Bed/2(0),"1,307",22,"$305,000.00",12/02/22
,,"$299,900.00",1721 JOHNS AVE,LEHIGH ACRES,2 Bed/2(0),"1,153",9,"$305,000.00",10/19/22
,,"$349,000.00",3613 5TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,866",16,"$305,000.00",09/19/22
,,"$290,000.00",693 GRASS COVE CT,LEHIGH ACRES,3 Bed/2(0),"1,394",4,"$305,000.00",08/26/22
,,"$299,900.00",270 GROUND DOVE CIR,LEHIGH ACRES,2 Bed/2(0),"1,266",15,"$305,000.00",08/25/22
,,"$300,000.00",104 EDWARD AVE,LEHIGH ACRES,3 Bed/2(0),"2,002",2,"$305,000.00",08/09/22
,,"$310,000.00",4917 BEAUTY ST,LEHIGH ACRES,3 Bed/2(0),"1,512",4,"$305,000.00",07/22/22
,,"$325,900.00",719 PEACOCK AVE,LEHIGH ACRES,3 Bed/2(0),"1,408",8,"$305,000.00",08/11/22
,,"$305,000.00",4225 29TH AVE NE,NAPLES,3 Bed/2(0),"1,400",7,"$305,000.00",09/27/22
,,"$315,577.00",22575 TAMPA AVE,PORT CHARLOTTE,3 Bed/2(0),"1,773",88,"$305,000.00",12/31/22
,,"$300,000.00",2675 LAKESHORE CIR,PORT CHARLOTTE,3 Bed/2(0),"1,403",10,"$305,000.00",09/13/22
,,"$299,999.00",18426 GERANIUM RD,FORT MYERS,3 Bed/2(0),"1,196",4,"$305,999.00",10/28/22
,,"$320,000.00",504 NE 19TH PL,CAPE CORAL,3 Bed/2(0),"1,170",4,"$306,000.00",08/05/22
,,"$309,900.00",861 AVONDALE ST E,LEHIGH ACRES,3 Bed/2(0),"1,400",5,"$306,000.00",12/09/22
,,"$310,000.00",8061 CALOOSA RD,FORT MYERS,3 Bed/2(0),"1,430",34,"$306,500.00",11/07/22
,,"$315,000.00",1249 CORDOBA ST E,LEHIGH ACRES,4 Bed/2(0),"1,571",2,"$306,500.00",08/05/22
,,"$319,000.00",2122 NE 13TH PL,CAPE CORAL,3 Bed/2(0),"1,279",10,"$307,500.00",10/12/22
,,"$315,000.00",9216 PINEAPPLE RD,FORT MYERS,3 Bed/2(0),"1,212",74,"$307,500.00",10/27/22
,,"$303,500.00",112 PLANTATION DR,LABELLE,3 Bed/2(0),"1,536",131,"$307,500.00",12/01/22
,,"$315,000.00",1217 5TH AVE,LEHIGH ACRES,3 Bed/2(0),"1,294",24,"$307,500.00",12/15/22
,,"$349,900.00",3201 E 3RD ST,LEHIGH ACRES,3 Bed/2(0),"1,859",86,"$307,500.00",10/21/22
,,"$310,000.00",1952 REDMONT AVE,LEHIGH ACRES,3 Bed/2(0),"1,489",31,"$308,000.00",11/04/22
,,"$315,000.00",4218 27TH ST SW,LEHIGH ACRES,4 Bed/2(0),"1,441",9,"$308,000.00",09/16/22
,,"$305,000.00",3910 5TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,523",28,"$308,000.00",10/18/22
,,"$309,000.00",1329 NE 5TH AVE,CAPE CORAL,3 Bed/2(0),"1,542",87,"$309,000.00",12/20/22
,,"$299,900.00",119 OAK DR,CLEWISTON,3 Bed/2(0),"1,516",8,"$309,900.00",08/25/22
,,"$309,900.00",2501 9TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,322",17,"$309,900.00",11/22/22
,,"$329,000.00",1145 EDGEWOOD ST E,LEHIGH ACRES,3 Bed/2(0),"1,274",3,"$309,900.00",07/28/22
,,"$325,000.00",7499 CARES AWAY PARK CIR,BOKEELIA,2 Bed/1(0),672,13,"$310,000.00",09/15/22
,,"$299,000.00",247 SE 46TH ST,CAPE CORAL,3 Bed/2(0),"1,393",6,"$310,000.00",12/30/22
,,"$325,000.00",1810 NE 23RD ST,CAPE CORAL,3 Bed/2(0),"1,483",7,"$310,000.00",11/30/22
,,"$310,000.00",925 SE 44TH ST,CAPE CORAL,2 Bed/2(0),"1,041",11,"$310,000.00",11/28/22
,,"$318,000.00",1426 NE 4TH TER,CAPE CORAL,3 Bed/2(0),"1,186",58,"$310,000.00",12/27/22
,,"$324,900.00",2639 SE 16TH PL,CAPE CORAL,3 Bed/2(0),"1,370",65,"$310,000.00",12/29/22
,,"$314,000.00",4430 SE 10TH AVE,CAPE CORAL,2 Bed/2(0),"1,271",24,"$310,000.00",11/22/22
,,"$320,000.00",101 NE 31ST TER,CAPE CORAL,4 Bed/2(0),"1,734",1,"$310,000.00",08/22/22
,,"$320,000.00",110 NE 17TH AVE,CAPE CORAL,3 Bed/2(0),"1,434",14,"$310,000.00",09/02/22
,,"$300,000.00",6049 PERTHSHIRE LN,FORT MYERS,3 Bed/2(0),"1,626",5,"$310,000.00",12/30/22
,,"$329,000.00",15185 CRICKET LN,FORT MYERS,2 Bed/2(0),"1,185",42,"$310,000.00",12/12/22
,,"$315,000.00",19235 MIAMI BLVD,FORT MYERS,3 Bed/1(0),982,0,"$310,000.00",08/01/22
,,"$329,900.00",942 ADELPHI CT,FORT MYERS,3 Bed/2(0),"1,184",69,"$310,000.00",11/08/22
,,"$299,000.00",17294 CAPRI DR,FORT MYERS,2 Bed/2(0),"1,008",4,"$310,000.00",08/15/22
,,"$310,000.00",3370 ANTICA ST,FORT MYERS,3 Bed/2(1),"1,629",5,"$310,000.00",08/18/22
,,"$324,995.00",2228 KATHERINE ST,FORT MYERS,3 Bed/2(0),"1,240",10,"$310,000.00",08/08/22
,,"$319,000.00",18112 HORIZON VIEW BLVD,LEHIGH ACRES,3 Bed/2(0),"1,895",21,"$310,000.00",12/09/22
,,"$315,900.00",2800 5TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,408",17,"$310,000.00",11/11/22
,,"$305,000.00",172 RIDGEMONT DR,LEHIGH ACRES,3 Bed/2(0),"1,623",16,"$310,000.00",11/23/22
,,"$295,000.00",705 CANTON AVE,LEHIGH ACRES,2 Bed/2(0),"1,454",4,"$310,000.00",11/04/22
,,"$300,000.00",513 NORIDGE DR,LEHIGH ACRES,3 Bed/2(0),"1,327",3,"$310,000.00",10/13/22
,,"$300,000.00",2804 47TH ST W,LEHIGH ACRES,3+Den/2(0),"1,620",92,"$310,000.00",12/08/22
,,"$299,000.00",3316 23RD ST W,LEHIGH ACRES,3 Bed/2(0),"1,426",94,"$310,000.00",12/01/22
,,"$315,000.00",3211 5TH ST SW,LEHIGH ACRES,3+Den/2(0),"1,458",13,"$310,000.00",08/31/22
,,"$304,990.00",55 BETH AVE S,LEHIGH ACRES,3 Bed/2(0),"1,527",4,"$310,000.00",06/29/22
,,"$339,900.00",4709 30TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,132",34,"$310,000.00",08/23/22
,,"$359,000.00",1185 RIO DE JANEIRO AVE,PUNTA GORDA,4 Bed/2(0),"1,788",17,"$310,000.00",09/16/22
,,"$399,000.00",17373 GEORGIA RD,FORT MYERS,4 Bed/2(0),"1,908",55,"$311,000.00",09/08/22
,,"$318,000.00",431 GRAY AVE S,LEHIGH ACRES,4 Bed/2(0),"1,571",2,"$311,000.00",08/04/22
,,"$315,000.00",761 PUCCINI AVE S,LEHIGH ACRES,4 Bed/2(0),"1,571",3,"$311,000.00",09/21/22
,,"$339,900.00",3680 MARVAEZ ST,FORT MYERS,3 Bed/2(0),"1,387",10,"$311,500.00",11/10/22
,,"$329,000.00",8607 CHATHAM ST,FORT MYERS,2 Bed/2(0),"1,200",3,"$311,700.00",10/24/22
,,"$326,900.00",3702 PALM TREE BLVD,CAPE CORAL,3 Bed/2(0),"1,735",54,"$312,000.00",11/07/22
,,"$312,000.00",3409 22ND ST SW,LEHIGH ACRES,3 Bed/2(0),"1,428",22,"$312,000.00",11/09/22
,,"$300,000.00",2212 46TH TER SW,NAPLES,3 Bed/2(0),"1,376",7,"$312,000.00",11/22/22
,,"$300,000.00",3552 SABAL SPRINGS BLVD,NORTH FORT MYERS,2+Den/2(0),"1,409",6,"$312,000.00",11/30/22
,,"$350,000.00",7540 RALEIGH ST,HOLLYWOOD,3 Bed/2(0),"1,275",6,"$312,500.00",11/18/22
,,"$315,000.00",1121 ELEGANS ST E,LEHIGH ACRES,4 Bed/2(0),"1,571",0,"$312,500.00",12/23/22
,,"$319,000.00",1825 NW 8TH PL,CAPE CORAL,3 Bed/2(0),"1,399",3,"$314,000.00",11/28/22
,,"$319,900.00",4622 ELAINE AVE N,LEHIGH ACRES,4 Bed/2(0),"1,757",22,"$314,000.00",10/27/22
,,"$309,900.00",726 SE 10TH PL,CAPE CORAL,3 Bed/2(0),"1,257",4,"$315,000.00",12/27/22
,,"$275,000.00",420 BAYSHORE DR,CAPE CORAL,3 Bed/2(0),"1,521",4,"$315,000.00",11/23/22
,,"$315,000.00",1403 SE 35TH ST,CAPE CORAL,2 Bed/2(0),"1,516",--,"$315,000.00",03/17/22
,,"$329,900.00",1211 SE 18TH TER,CAPE CORAL,3 Bed/2(0),"1,558",19,"$315,000.00",12/09/22
,,"$314,800.00",2124 NW 17TH PL,CAPE CORAL,3 Bed/2(0),"1,258",71,"$315,000.00",11/04/22
,,"$355,000.00",3107 SE 19TH PL,CAPE CORAL,3+Den/2(0),"1,586",4,"$315,000.00",08/26/22
,,"$325,000.00",1405 NE 9TH TER,CAPE CORAL,3 Bed/2(0),"2,214",95,"$315,000.00",11/23/22
,,"$339,900.00",1817 NE 4TH AVE,CAPE CORAL,3+Den/2(0),"2,017",7,"$315,000.00",08/08/22
,,"$315,000.00",1640 NW 31ST AVE,CAPE CORAL,3 Bed/2(0),"1,202",2,"$315,000.00",08/12/22
,,"$315,900.00",1415 SE 27TH TER,CAPE CORAL,2 Bed/2(0),"1,107",7,"$315,000.00",09/01/22
,,"$315,000.00",275 TRADER RD,FORT DENAUD,3 Bed/2(0),"1,224",38,"$315,000.00",12/16/22
,,"$315,000.00",18769 BARTOW BLVD,FORT MYERS,3 Bed/2(0),"1,438",0,"$315,000.00",12/16/22
,,"$350,000.00",13270 ELECTRON DR,FORT MYERS,3 Bed/2(0),"1,607",11,"$315,000.00",12/16/22
,,"$330,000.00",3421 JEFFCOTT ST,FORT MYERS,4 Bed/2(0),"1,523",12,"$315,000.00",08/25/22
,,"$330,000.00",9782 DEERFOOT DR,FORT MYERS,2 Bed/2(0),"1,190",30,"$315,000.00",09/22/22
,,"$315,000.00",19166 MURCOTT DR W,FORT MYERS,2 Bed/2(0),960,52,"$315,000.00",10/11/22
,,"$335,000.00",11681 VISTA RIDGE DR,FORT MYERS,2 Bed/2(0),"1,228",62,"$315,000.00",11/04/22
,,"$315,000.00",135 BLACKSTONE DR,FORT MYERS,3+Den/2(0),"1,431",33,"$315,000.00",08/29/22
,,"$330,000.00",1021 PLYMOUTH ST E,LEHIGH ACRES,3+Den/2(0),"1,781",16,"$315,000.00",12/28/22
,,"$299,900.00",4215 29TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,489",3,"$315,000.00",11/30/22
,,"$305,000.00",1916 MILSTEAD AVE,LEHIGH ACRES,4 Bed/2(0),"1,376",3,"$315,000.00",12/01/22
,,"$325,000.00",3006 40TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,325",0,"$315,000.00",11/15/22
,,"$315,000.00",4200 8TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,325",12,"$315,000.00",12/02/22
,,"$319,900.00",1236 CHRISHOLM ST E,LEHIGH ACRES,3+Den/2(0),"1,624",4,"$315,000.00",11/23/22
,,"$310,000.00",3708 14TH ST W,LEHIGH ACRES,3+Den/2(0),"1,543",37,"$315,000.00",12/13/22
,,"$320,000.00",2517 14TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,430",1,"$315,000.00",09/09/22
,,"$319,900.00",4701 BETH AVE S,LEHIGH ACRES,3 Bed/2(0),"1,200",7,"$315,000.00",10/20/22
,,"$299,900.00",300 EDWARD AVE,LEHIGH ACRES,3+Den/2(0),"1,576",7,"$315,000.00",09/08/22
,,"$319,900.00",2920 20TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,357",59,"$315,000.00",12/09/22
,,"$315,000.00",3912 8TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,325",92,"$315,000.00",11/16/22
,,"$319,900.00",2610 19TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,200",24,"$315,000.00",08/22/22
,,"$319,900.00",2910 28TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,200",37,"$315,000.00",08/25/22
,,"$329,000.00",3201 67TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,252",11,"$315,000.00",08/29/22
,,"$320,000.00",652 KELLER ST E,LEHIGH ACRES,3 Bed/2(0),"1,417",2,"$315,000.00",07/26/22
,,"$329,900.00",2533 SW 12TH AVE,CAPE CORAL,3 Bed/2(0),"1,240",13,"$315,500.00",09/13/22
,,"$339,000.00",6411 ROYAL WOODS DR,FORT MYERS,3 Bed/3(0),"1,852",15,"$316,000.00",08/15/22
,,"$225,000.00",15453 YALE DR,FORT MYERS,3 Bed/2(0),"1,488",5,"$316,000.00",08/12/22
,,"$316,000.00",1505 ARGOSY RD,LABELLE,3 Bed/2(0),"1,430",--,"$316,000.00",01/13/23
,,"$330,000.00",2711 1ST ST SW,LEHIGH ACRES,3 Bed/2(0),"1,564",7,"$316,000.00",08/09/22
,,"$299,900.00",12 NE 8TH TER,CAPE CORAL,3 Bed/2(0),"1,279",4,"$316,065.00",09/02/22
,,"$316,900.00",551 SARGENT ST,LEHIGH ACRES,3 Bed/2(0),"1,512",0,"$316,900.00",11/30/22
,,"$319,999.00",1805 NW 31ST PL,CAPE CORAL,3 Bed/2(0),"1,756",8,"$316,990.00",12/30/22
,,"$329,999.00",918 NE JUANITA PL,CAPE CORAL,2 Bed/2(0),"1,167",27,"$317,000.00",10/11/22
,,"$330,000.00",1009 SW 37TH LN,CAPE CORAL,3 Bed/2(0),"1,329",30,"$317,000.00",11/10/22
,,"$305,000.00",19825 BRISTOL RD,FORT MYERS,3 Bed/2(0),"1,180",3,"$317,000.00",10/17/22
,,"$324,900.00",8288 SW SUNNYBREEZE RD,ARCADIA,3 Bed/2(0),"1,403",14,"$317,500.00",08/11/22
,,"$317,650.00",2807 NW 5TH ST,CAPE CORAL,3 Bed/2(0),"1,970",0,"$317,650.00",07/26/22
,,"$314,900.00",2123 NE 1ST PL,CAPE CORAL,3 Bed/2(0),"1,408",8,"$317,900.00",12/08/22
,,"$327,900.00",3138 SE 8TH PL,CAPE CORAL,3 Bed/2(0),"1,212",4,"$317,900.00",08/24/22
,,"$330,000.00",462 CHESHIRE CT,LABELLE,3 Bed/2(0),"1,536",0,"$318,000.00",12/30/22
,,"$325,000.00",12 SAGEWOOD AVE,LEHIGH ACRES,2 Bed/2(0),"1,194",24,"$318,000.00",10/26/22
,,"$320,000.00",3608 64TH ST W,LEHIGH ACRES,3+Den/2(0),"1,655",4,"$318,000.00",08/16/22
,,"$315,000.00",140 6TH ST,NAPLES,2 Bed/2(0),996,57,"$318,000.00",11/28/22
,,"$350,000.00",2025 NW EMBERS TER,CAPE CORAL,3 Bed/2(0),"1,408",12,"$318,750.00",09/23/22
,,"$319,000.00",2108 EDWARD AVE,ALVA,3 Bed/2(0),"1,383",78,"$319,000.00",12/28/22
,,"$329,000.00",2706 SE 17TH AVE,CAPE CORAL,2 Bed/2(0),"1,056",19,"$319,000.00",12/15/22
